,Vt,Vm,V0,Vform,SVA,ArtOrDet,Nn,Npos,Pform,Pref,Prep,Wci,Wa,Wform,Wtone,Srun,Smod,Spar,Sfrag,Ssub,WOinc,WOadv,Trans,Mec,Rloc-,Cit,Others,Um
iter9029,21,22,11,26,24,4,17,1,2,6,15,7,27,23,8,16,18,14,9,5,12,10,20,19,13,0,3,25
iter9030,23,25,20,26,24,4,9,0,1,7,14,8,3,19,13,11,27,12,18,5,15,16,10,22,17,2,6,21
iter9031,20,26,14,23,21,6,13,3,0,12,11,4,5,22,7,16,27,19,24,17,8,10,15,18,9,1,2,25
iter9032,23,8,6,26,25,3,12,5,13,1,7,11,9,16,19,10,27,21,20,14,17,4,22,18,15,0,2,24
iter9033,22,17,12,26,24,3,10,6,1,2,15,4,11,19,5,8,25,13,27,21,18,14,9,20,16,0,7,23
iter9034,21,12,17,25,23,5,15,1,7,2,14,6,11,22,4,10,27,19,18,16,9,8,24,20,13,0,3,26
iter9035,18,24,13,26,25,5,15,1,4,6,11,10,0,19,16,7,27,23,14,8,17,2,22,21,12,3,9,20
iter9036,21,23,16,26,22,7,17,5,13,18,8,6,0,24,14,9,27,4,2,12,11,10,15,20,19,1,3,25
iter9037,20,16,24,26,22,3,17,1,7,6,8,9,4,19,12,14,25,5,18,11,13,10,21,23,15,0,2,27
iter9038,21,24,16,26,23,6,18,5,1,9,15,12,4,22,11,13,27,7,10,2,17,3,14,20,19,0,8,25
iter9039,21,12,3,26,24,6,9,1,0,4,10,8,7,14,20,18,27,13,11,16,19,23,22,17,15,2,5,25
iter9040,17,23,1,25,21,8,10,6,9,11,14,5,26,22,7,19,27,12,18,3,16,4,15,20,13,0,2,24
iter9041,22,25,20,26,23,4,12,0,2,8,7,6,3,19,13,17,27,9,21,10,18,11,14,16,15,1,5,24
iter9042,19,15,5,26,21,7,14,0,9,4,10,8,2,20,3,24,27,22,23,12,17,13,11,18,16,1,6,25
iter9043,23,20,17,26,25,5,18,14,0,3,11,8,4,21,15,12,27,10,2,7,13,9,22,19,16,1,6,24
iter9044,22,21,8,26,24,3,15,1,13,9,12,10,4,20,11,19,27,2,23,14,5,17,7,18,16,0,6,25
iter9045,23,22,13,26,25,4,14,12,5,1,17,10,24,18,21,8,27,9,11,2,16,3,6,20,15,0,7,19
iter9046,21,25,19,26,22,5,17,0,2,6,14,4,15,20,3,23,27,16,13,7,11,8,9,18,12,1,10,24
iter9047,15,21,16,26,23,4,13,5,1,10,12,8,0,20,6,17,27,9,22,24,7,11,14,19,18,2,3,25
iter9048,19,23,16,26,25,7,13,0,21,2,9,4,11,22,6,10,27,12,5,8,14,3,15,20,18,1,17,24
iter9049,17,21,14,23,22,3,9,16,24,8,4,6,26,20,13,5,27,15,7,10,19,1,11,18,12,2,0,25
iter9050,22,17,16,26,24,6,10,9,3,5,13,8,18,20,4,7,27,11,14,2,15,1,23,21,19,0,12,25
iter9051,20,22,23,25,19,5,13,1,4,2,9,6,24,17,8,11,27,16,12,7,10,15,18,21,14,0,3,26
iter9052,23,25,13,27,21,11,19,7,18,3,15,10,9,22,2,5,26,8,14,1,17,6,12,20,16,0,4,24
iter9053,22,23,15,25,21,1,9,10,11,4,14,8,26,20,7,5,27,16,13,3,19,2,17,18,12,0,6,24
iter9054,19,20,12,26,24,6,14,2,11,3,8,5,25,17,7,21,27,16,18,4,13,0,10,22,15,1,9,23
iter9055,21,9,15,26,24,3,6,4,12,8,13,7,23,14,10,5,27,17,22,20,11,1,18,19,16,0,2,25
iter9056,20,25,11,24,23,6,13,3,2,12,16,7,0,21,15,18,27,10,17,9,5,8,22,19,14,1,4,26
iter9057,21,24,12,26,22,3,9,0,23,19,8,5,1,20,7,14,27,18,17,6,13,16,10,15,11,2,4,25
iter9058,25,13,7,26,24,5,8,3,10,17,19,6,11,20,1,12,27,14,22,2,18,9,15,21,16,0,4,23
iter9059,23,26,5,25,22,8,13,9,20,4,11,7,2,18,19,17,27,16,14,6,21,1,12,10,15,0,3,24
iter9060,22,25,17,26,24,4,16,7,0,1,10,9,11,20,8,14,27,5,23,6,15,13,12,19,18,2,3,21
iter9061,21,26,18,25,23,5,13,1,14,7,10,8,0,20,4,17,27,19,6,16,22,9,11,15,12,2,3,24
iter9062,18,13,14,25,24,5,11,2,1,10,16,7,12,20,3,8,27,6,23,21,22,9,19,17,15,0,4,26
iter9063,24,20,10,26,22,8,18,3,2,4,6,7,23,16,14,15,27,11,1,5,17,9,13,21,19,0,12,25
iter9064,22,18,15,26,25,6,13,0,1,5,12,8,2,24,17,4,27,11,16,14,21,7,10,20,19,3,9,23
iter9065,23,19,20,26,24,4,18,7,0,9,12,5,1,22,3,16,27,6,14,25,10,15,13,17,11,2,8,21
iter9066,21,22,11,26,24,6,15,0,1,5,10,7,20,13,8,12,27,17,23,3,14,4,18,19,16,2,9,25
iter9067,24,22,9,26,25,7,16,6,13,11,14,2,0,21,5,10,27,12,15,3,19,4,18,20,17,1,8,23
iter9068,17,25,6,26,23,7,16,0,2,12,9,8,3,21,13,14,27,19,22,10,11,5,18,20,15,1,4,24
iter9069,20,23,24,26,21,5,10,3,7,2,12,6,0,22,13,9,27,14,17,15,16,8,11,18,19,1,4,25
iter9070,17,23,10,26,24,5,13,0,1,4,15,6,2,22,8,14,27,12,18,9,11,7,19,21,16,20,3,25
iter9071,21,22,6,26,24,7,15,1,5,3,8,11,2,20,12,14,27,17,23,4,13,10,19,18,16,0,9,25
iter9072,23,24,21,26,22,7,16,14,0,11,9,8,4,18,5,2,27,10,12,13,20,3,15,19,17,1,6,25
iter9073,23,25,11,26,20,5,9,1,17,10,8,7,14,22,4,18,27,19,12,3,21,2,13,15,16,0,6,24
iter9074,19,24,16,26,22,2,14,9,23,1,6,4,12,17,7,5,27,13,20,10,8,11,18,21,15,0,3,25
iter9075,23,21,13,26,24,5,11,2,8,14,17,3,7,15,4,20,27,6,16,22,9,1,12,18,19,0,10,25
iter9076,18,25,16,26,22,7,20,2,11,5,14,6,8,17,10,12,27,23,4,3,13,9,19,21,15,0,1,24
iter9077,22,15,11,26,24,4,16,3,1,2,5,7,19,17,13,21,27,10,12,14,9,6,23,18,20,0,8,25
iter9078,22,18,13,26,25,3,19,0,1,9,12,7,23,21,5,10,27,16,17,8,15,4,14,20,11,2,6,24
iter9079,23,7,11,26,24,6,18,1,5,8,16,9,0,20,13,19,27,10,14,2,15,12,17,22,21,3,4,25
iter9080,18,24,23,26,22,8,16,1,0,7,11,10,2,19,6,17,27,14,4,3,12,13,21,20,15,5,9,25
iter9081,20,23,6,26,24,7,16,14,1,12,15,11,0,21,9,18,27,8,5,2,13,3,17,22,19,4,10,25
iter9082,20,25,13,26,24,6,14,3,8,7,9,5,0,21,4,17,27,12,23,1,10,15,19,16,18,2,11,22
iter9083,21,18,15,25,22,5,17,4,1,2,9,3,26,14,19,10,27,11,24,6,16,7,12,20,13,0,8,23
iter9084,23,21,25,26,24,6,16,2,4,12,15,11,0,17,1,5,27,9,13,10,20,7,14,19,18,3,8,22
iter9085,20,23,5,27,22,2,18,6,0,14,12,3,9,21,13,10,26,7,24,8,19,4,17,16,15,1,11,25
iter9086,21,23,20,25,22,5,15,0,3,8,10,6,26,17,4,7,27,14,9,16,18,2,13,19,11,1,12,24
iter9087,19,14,10,27,25,2,9,5,7,0,18,4,21,24,8,12,17,16,23,11,15,3,22,20,13,1,6,26
iter9088,19,17,23,27,26,9,15,1,13,7,12,8,4,25,6,11,22,3,14,2,24,10,16,18,21,0,5,20
iter9089,20,25,16,26,24,5,17,12,1,3,13,10,0,23,7,8,27,14,11,4,19,9,15,22,18,2,6,21
iter9090,24,20,22,25,23,4,13,8,0,5,10,6,1,17,7,12,26,18,27,14,11,3,15,19,16,2,9,21
iter9091,21,25,18,26,22,4,15,0,1,9,10,5,20,13,8,11,27,16,6,19,17,7,12,23,14,2,3,24
iter9092,22,4,16,26,23,5,18,9,2,10,12,6,1,19,8,7,27,13,25,21,17,3,15,20,14,0,11,24
iter9093,23,21,12,26,24,7,17,1,3,2,16,8,22,20,6,14,25,11,15,9,10,5,13,19,18,0,4,27
iter9094,20,21,12,25,24,7,19,2,3,11,13,10,0,22,15,5,27,16,17,9,8,6,14,23,18,1,4,26
iter9095,21,23,9,26,25,4,11,1,5,2,12,10,0,14,18,8,27,16,15,7,17,22,13,20,19,3,6,24
iter9096,22,20,11,26,23,2,12,7,1,8,10,5,13,18,14,3,27,6,25,15,21,4,16,19,17,0,9,24
iter9097,17,18,13,27,25,2,14,3,0,7,12,6,24,22,8,9,16,5,23,19,20,10,15,21,11,4,1,26
iter9098,23,22,15,26,24,7,14,2,0,8,11,10,3,17,5,9,27,19,12,4,20,13,16,21,18,1,6,25
iter9099,21,27,15,26,23,5,16,3,0,9,13,8,4,22,10,14,25,19,11,12,18,1,6,20,17,2,7,24
iter9100,21,24,16,27,23,4,22,7,10,0,12,5,19,17,9,11,26,8,18,2,15,6,13,20,14,3,1,25
iter9101,24,15,17,26,22,4,18,2,11,9,10,7,6,23,5,13,27,8,20,0,21,12,14,19,16,1,3,25
iter9102,18,25,19,26,23,5,11,4,3,1,13,8,22,17,6,7,27,20,16,2,12,14,10,21,15,0,9,24
iter9103,22,25,17,26,24,7,13,2,11,4,12,8,0,20,10,14,27,18,15,3,9,6,21,19,16,1,5,23
iter9104,22,18,7,24,19,6,12,4,3,1,13,10,20,23,11,14,27,17,26,9,5,2,16,21,15,0,8,25
iter9105,21,22,24,26,23,5,14,0,2,3,8,6,10,20,7,11,27,16,12,13,15,9,17,19,18,1,4,25
iter9106,23,26,2,27,22,10,17,9,6,5,12,4,3,24,7,13,21,14,16,11,18,15,8,20,19,0,1,25
iter9107,22,24,12,23,21,6,17,3,0,11,13,9,1,20,10,8,27,14,26,5,15,4,18,19,16,2,7,25
iter9108,23,25,2,26,24,8,16,3,13,0,12,9,10,18,7,21,27,6,11,5,20,15,19,14,17,1,4,22
iter9109,19,23,20,27,24,5,13,11,0,4,15,9,6,21,14,2,26,8,25,12,18,3,10,16,17,1,7,22
iter9110,22,15,10,26,24,5,14,0,20,2,3,4,13,23,6,17,27,9,25,7,19,11,16,18,12,1,8,21
iter9111,17,18,20,26,24,5,12,2,0,3,7,6,14,19,4,22,27,16,10,13,23,8,21,15,11,1,9,25
iter9112,21,20,4,26,24,7,17,2,10,3,14,5,1,22,19,15,27,6,9,23,16,12,11,18,13,0,8,25
iter9113,20,18,13,23,24,4,11,9,3,6,16,5,27,22,7,8,25,10,21,2,15,1,12,19,14,0,17,26
iter9114,21,23,15,26,22,7,17,1,4,12,8,9,6,24,14,16,27,13,10,2,20,3,11,19,18,0,5,25
iter9115,22,24,21,27,25,6,13,2,3,8,10,7,0,18,11,12,26,14,19,9,20,5,16,17,15,1,4,23
iter9116,21,22,11,25,23,3,13,2,18,9,12,6,1,17,16,7,27,15,26,8,5,4,20,19,14,0,10,24
iter9117,18,24,4,27,22,9,20,2,6,12,11,10,0,23,19,13,26,7,17,14,16,3,8,21,15,1,5,25
iter9118,19,23,15,25,26,4,14,1,5,7,11,8,0,18,21,10,27,13,9,22,17,2,12,20,16,3,6,24
iter9119,20,25,15,26,23,6,17,1,3,8,13,4,0,14,16,5,27,18,11,12,22,7,10,21,19,2,9,24
iter9120,22,15,8,26,25,2,17,0,13,9,18,4,12,19,5,11,27,7,23,14,20,6,10,21,16,1,3,24
iter9121,21,25,22,26,24,7,11,3,2,6,10,8,1,20,19,9,27,17,18,4,14,5,12,13,15,0,16,23
iter9122,21,19,20,25,23,4,14,3,0,5,12,9,26,16,7,2,27,13,24,6,10,11,15,18,17,1,8,22
iter9123,22,24,16,26,21,6,19,1,13,4,12,9,5,20,7,10,27,3,23,0,18,14,11,15,17,2,8,25
iter9124,19,21,11,26,24,6,15,7,9,2,4,10,20,22,1,14,27,8,13,12,23,3,18,17,16,0,5,25
iter9125,20,21,3,26,23,4,13,0,1,10,9,7,12,24,6,16,27,8,5,18,17,14,19,22,15,2,11,25
iter9126,21,24,13,26,23,6,17,1,0,3,11,10,8,22,9,19,27,12,7,4,15,18,14,20,16,2,5,25
iter9127,22,17,13,25,24,5,9,20,1,4,14,6,26,19,10,11,27,12,8,2,21,16,7,18,15,0,3,23
iter9128,21,23,17,27,26,4,16,2,13,14,18,7,15,24,6,5,20,8,11,1,12,3,10,22,19,0,9,25
iter9129,24,25,22,26,21,6,13,0,15,4,10,5,12,20,7,14,27,9,11,1,17,3,16,19,18,2,8,23
iter9130,24,25,9,27,23,5,11,12,8,7,15,6,0,18,2,10,26,3,14,20,16,13,17,21,19,1,4,22
iter9131,20,24,8,26,25,6,13,1,2,5,11,4,10,22,9,12,27,23,16,17,14,3,19,15,18,0,7,21
iter9132,20,23,16,26,24,6,10,5,2,12,9,8,0,19,14,13,27,11,18,4,17,3,21,22,15,1,7,25
iter9133,23,25,4,26,22,5,14,8,2,3,12,9,0,15,17,10,27,11,18,7,21,19,16,20,13,1,6,24
iter9134,20,11,21,26,25,4,12,2,3,7,13,8,0,23,14,10,27,19,22,6,15,9,18,17,16,1,5,24
iter9135,17,25,12,27,22,5,13,2,6,8,11,4,0,20,3,10,26,18,21,23,16,19,9,14,15,1,7,24
iter9136,17,22,16,25,23,5,13,1,4,6,10,11,2,20,7,12,27,19,26,9,14,3,21,15,18,0,8,24
iter9137,21,14,10,26,25,6,17,0,12,3,15,8,1,23,7,19,27,2,13,4,18,11,16,22,20,5,9,24
iter9138,19,20,14,26,24,4,9,0,3,1,6,5,27,12,8,13,25,22,21,17,16,10,11,15,18,2,7,23
iter9139,21,20,15,26,24,4,14,2,1,3,11,5,23,19,7,8,27,6,22,12,13,10,17,16,18,0,9,25
iter9140,21,25,12,26,22,6,16,1,13,2,11,7,9,19,4,8,27,17,20,3,14,15,10,23,18,0,5,24
iter9141,24,20,23,27,21,6,14,11,2,3,12,8,1,19,5,13,26,9,22,17,18,7,10,16,15,0,4,25
iter9142,22,12,16,25,24,7,15,5,2,8,11,6,0,23,9,18,27,13,4,14,20,10,19,21,17,1,3,26
iter9143,21,23,14,26,25,3,16,4,1,11,12,10,0,20,9,18,27,15,6,2,5,8,19,22,17,7,13,24
iter9144,20,21,14,26,25,8,11,2,1,7,12,10,0,22,6,17,27,5,16,9,23,4,15,19,18,3,13,24
iter9145,20,25,6,26,23,5,16,4,3,15,9,7,8,21,1,10,27,17,12,11,19,2,18,22,13,0,14,24
iter9146,21,24,14,26,22,7,19,5,2,16,10,4,0,23,8,6,27,13,15,1,18,9,12,20,17,3,11,25
iter9147,23,22,16,26,15,9,13,2,0,4,12,6,25,18,7,11,27,8,21,3,20,10,17,19,14,1,5,24
iter9148,20,22,23,24,18,9,16,0,1,8,13,12,2,19,6,7,27,10,25,3,14,5,17,21,15,4,11,26
iter9149,21,24,17,26,25,6,16,2,1,3,9,7,4,20,12,11,27,14,23,13,10,5,15,19,18,0,8,22
iter9150,24,22,20,26,17,6,12,2,11,4,13,9,0,15,8,19,27,21,23,3,7,5,16,18,14,1,10,25
iter9151,21,24,10,26,25,4,13,11,1,5,7,6,22,18,20,16,27,9,8,2,17,12,15,23,14,0,3,19
iter9152,21,23,25,26,20,7,13,3,2,5,14,10,1,17,12,11,27,6,22,9,18,8,16,19,15,0,4,24
iter9153,21,25,7,26,24,5,15,3,2,10,8,4,0,19,13,6,27,23,16,18,12,22,9,17,14,1,11,20
iter9154,21,23,22,26,25,4,13,9,6,8,14,3,0,19,7,5,27,17,2,16,11,20,10,18,15,1,12,24
iter9155,21,20,23,26,25,4,8,12,0,2,10,7,9,19,5,14,27,22,3,16,15,17,11,18,13,1,6,24
iter9156,21,26,6,25,23,7,12,1,8,5,16,4,18,17,13,14,27,24,20,9,10,2,11,19,15,0,3,22
iter9157,18,21,2,26,25,5,15,0,8,7,10,11,4,19,9,6,27,14,20,13,22,3,17,23,16,1,12,24
iter9158,22,24,13,26,23,4,12,3,0,6,11,7,1,20,18,16,27,10,8,15,19,5,14,21,17,2,9,25
iter9159,20,18,22,26,24,7,11,4,1,5,12,8,13,21,9,17,27,14,25,3,6,10,16,19,15,0,2,23
iter9160,20,10,4,25,26,8,15,0,2,12,13,6,3,21,16,18,27,9,7,23,11,19,14,22,17,1,5,24
iter9161,18,22,19,24,23,4,15,2,1,3,16,6,27,20,12,8,26,11,25,13,17,14,9,10,7,0,5,21
iter9162,21,22,9,25,23,4,13,2,17,5,12,1,26,15,10,6,27,8,20,11,16,3,19,18,14,0,7,24
iter9163,18,10,4,25,23,5,15,1,7,6,14,8,27,19,2,13,26,11,12,16,9,22,20,21,17,0,3,24
iter9164,21,8,19,26,24,5,12,2,0,6,16,7,3,17,4,18,27,14,20,10,23,11,15,22,13,1,9,25
iter9165,22,24,20,26,23,3,15,0,7,2,8,4,19,18,17,6,27,10,12,14,16,5,11,21,13,1,9,25
iter9166,23,20,10,27,25,7,17,0,11,2,8,5,6,21,4,16,26,9,15,12,24,14,13,18,19,3,1,22
iter9167,16,20,5,25,23,10,21,6,12,3,13,8,26,17,15,22,27,7,9,2,14,1,19,18,11,0,4,24
iter9168,22,18,14,27,24,6,11,0,3,4,10,8,19,17,7,20,26,23,16,5,21,2,12,15,13,1,9,25
iter9169,17,23,14,26,24,8,15,5,0,3,10,6,4,21,2,12,27,22,9,11,19,20,13,18,16,1,7,25
iter9170,22,23,9,26,25,6,12,0,11,3,13,8,17,20,14,18,27,10,21,1,16,4,7,19,15,2,5,24
iter9171,22,23,15,26,24,8,16,5,1,6,12,10,0,21,7,20,27,13,18,3,11,4,14,19,17,2,9,25
iter9172,20,11,14,25,24,6,16,9,0,5,8,3,26,22,7,4,27,18,21,15,13,10,12,19,17,1,2,23
iter9173,18,26,21,23,24,8,11,3,0,12,14,9,5,17,7,16,27,20,2,10,22,1,15,19,13,4,6,25
iter9174,18,23,17,25,21,4,12,1,0,6,14,5,24,19,13,8,27,7,22,9,11,16,10,20,15,2,3,26
iter9175,22,16,8,27,25,3,11,4,1,12,13,7,23,21,10,24,26,14,0,9,15,6,18,19,17,5,2,20
iter9176,24,10,16,27,25,9,17,2,12,5,18,11,3,23,8,13,19,20,7,4,21,6,14,22,15,0,1,26
iter9177,21,15,9,25,23,6,11,7,0,4,13,12,16,17,3,10,27,14,24,8,22,1,19,20,18,2,5,26
iter9178,20,16,23,25,24,5,19,4,7,3,12,8,0,22,9,10,27,14,2,13,18,6,17,21,15,1,11,26
iter9179,19,21,20,25,23,6,14,12,7,5,11,9,0,24,4,8,27,13,22,10,15,2,16,17,18,1,3,26
iter9180,19,26,14,27,22,8,23,0,2,12,16,11,4,25,15,17,6,7,10,5,20,3,13,21,18,1,9,24
iter9181,23,6,19,26,22,8,17,3,4,15,13,7,0,18,11,10,27,2,16,5,20,12,21,24,14,1,9,25
iter9182,22,23,19,26,24,7,18,2,15,4,11,8,1,21,3,10,27,5,14,13,9,17,12,20,16,0,6,25
iter9183,17,19,22,26,23,6,14,1,13,7,8,5,11,16,9,2,27,21,24,4,10,20,12,18,15,0,3,25
iter9184,16,25,24,27,22,5,14,2,3,7,10,6,0,21,4,11,26,17,20,9,19,13,12,18,15,1,8,23
iter9185,19,22,6,24,23,4,14,1,9,2,11,7,16,20,17,10,27,21,25,5,15,8,12,18,13,0,3,26
iter9186,18,25,10,26,19,3,12,7,1,9,8,6,2,22,5,14,27,11,24,21,20,13,16,17,15,0,4,23
iter9187,22,25,13,26,21,5,12,11,0,9,16,10,1,20,4,19,27,7,18,2,14,8,15,24,17,3,6,23
iter9188,18,24,13,25,23,5,14,3,1,4,10,7,0,19,6,12,27,15,20,22,21,9,11,17,16,2,8,26
iter9189,22,20,18,26,23,5,11,8,1,4,10,7,3,19,6,21,27,15,24,13,17,0,14,16,12,2,9,25
iter9190,21,23,13,26,22,5,16,19,10,4,17,6,0,24,15,12,27,11,2,3,14,9,7,20,18,1,8,25
iter9191,22,24,15,27,26,4,11,3,20,2,16,9,0,21,7,14,18,6,10,5,13,17,12,23,19,1,8,25
iter9192,18,24,7,23,26,3,15,8,0,2,9,4,6,22,14,11,27,12,10,21,19,16,13,20,17,1,5,25
iter9193,22,24,19,26,23,9,14,0,7,10,12,6,1,21,8,20,27,11,15,2,18,3,13,17,16,4,5,25
iter9194,18,4,21,26,24,6,15,1,8,3,9,7,16,20,13,14,27,23,12,5,19,10,11,22,17,0,2,25
iter9195,21,23,12,26,24,5,11,10,9,13,7,4,0,20,3,16,27,22,19,8,15,14,6,18,17,1,2,25
iter9196,22,17,7,26,25,3,12,2,14,9,16,8,1,23,5,13,27,10,6,0,20,15,18,19,21,11,4,24
iter9197,19,22,14,26,23,4,11,3,0,1,8,6,16,20,10,9,27,15,24,7,21,12,17,18,13,2,5,25
iter9198,20,25,2,26,24,6,17,0,3,11,14,10,23,19,8,16,27,7,9,12,13,4,18,21,15,1,5,22
iter9199,23,7,2,27,24,3,17,13,0,1,14,8,4,20,15,22,26,12,18,11,21,6,10,19,16,5,9,25
iter9200,21,25,12,26,22,8,10,1,13,2,9,5,24,15,20,16,27,7,17,6,14,4,19,18,11,0,3,23
iter9201,19,23,7,26,24,4,17,0,12,3,13,9,8,21,16,10,27,14,11,6,15,1,22,20,18,5,2,25
iter9202,20,22,16,27,25,7,13,2,11,3,8,6,4,19,12,14,24,9,21,5,18,1,23,17,15,0,10,26
iter9203,19,26,23,24,22,8,12,1,9,4,10,5,18,17,3,6,27,13,11,2,20,21,14,16,15,0,7,25
iter9204,21,23,12,26,24,4,20,1,2,7,13,11,10,19,6,3,27,8,22,5,16,9,15,18,17,0,14,25
iter9205,23,22,2,25,26,3,17,15,16,4,13,6,12,21,20,7,27,19,5,10,8,1,11,18,14,0,9,24
iter9206,21,15,22,26,23,4,12,9,5,6,11,7,25,13,8,16,27,10,20,1,17,3,18,19,14,0,2,24
iter9207,17,21,23,26,24,4,15,1,8,2,9,10,0,20,16,11,27,7,19,3,13,22,12,18,14,5,6,25
iter9208,21,26,18,27,24,3,14,2,7,0,8,6,4,20,16,11,23,5,22,9,13,10,15,19,17,1,12,25
iter9209,21,24,15,25,23,5,12,13,10,9,14,7,0,18,6,8,27,3,22,1,19,11,16,20,17,2,4,26
iter9210,23,24,9,26,22,10,15,2,6,3,17,7,1,18,12,13,27,16,14,5,19,11,8,21,20,0,4,25
iter9211,21,19,12,25,18,6,13,8,20,11,9,7,26,22,2,5,27,10,23,0,15,4,16,17,14,1,3,24
iter9212,22,15,19,26,25,6,9,12,8,7,14,5,2,23,10,4,27,16,13,21,20,1,11,18,17,0,3,24
iter9213,21,23,14,26,22,6,13,2,16,5,4,8,7,24,11,10,27,20,17,9,15,1,18,19,12,0,3,25
iter9214,23,13,10,26,25,5,12,6,0,8,11,7,2,18,9,22,27,14,15,21,20,3,17,16,19,1,4,24
iter9215,22,18,24,26,25,5,16,0,10,3,7,6,13,19,11,9,27,15,2,17,21,12,4,20,14,1,8,23
iter9216,19,15,14,26,25,5,13,0,1,2,16,8,7,18,24,12,27,4,23,3,11,10,22,20,21,6,9,17
iter9217,21,20,16,26,24,3,10,5,22,8,12,6,7,23,1,18,27,17,19,14,15,4,9,13,11,0,2,25
iter9218,22,23,16,26,24,3,15,7,4,10,13,8,1,18,5,11,27,9,6,19,14,20,12,21,17,0,2,25
iter9219,22,20,7,26,25,5,12,1,2,4,11,10,21,19,8,18,27,9,3,14,16,6,15,23,17,0,13,24
iter9220,19,23,12,26,25,8,16,11,13,2,7,6,9,20,10,5,27,14,21,1,15,4,22,18,17,0,3,24
iter9221,22,21,13,26,24,9,16,2,1,11,14,7,3,23,6,8,27,12,10,15,18,4,19,20,17,0,5,25
iter9222,21,27,20,23,25,4,16,3,1,12,17,2,5,18,7,19,26,10,14,11,6,13,8,22,15,0,9,24
iter9223,23,22,21,26,24,5,17,3,4,10,14,6,0,19,8,7,27,18,12,1,16,11,13,20,15,2,9,25
iter9224,23,10,12,26,24,5,16,4,1,11,8,6,0,17,18,21,27,19,3,9,13,22,20,14,15,2,7,25
iter9225,20,13,14,25,21,5,18,2,1,4,11,8,10,23,15,12,27,17,26,3,19,6,9,22,16,0,7,24
iter9226,19,22,10,26,24,4,9,2,12,7,13,11,14,23,8,6,27,21,20,5,16,1,15,18,17,0,3,25
iter9227,21,19,22,25,24,5,10,1,3,8,12,6,0,17,11,14,27,4,26,16,15,9,20,18,13,2,7,23
iter9228,24,22,13,23,19,6,14,2,1,4,11,10,26,17,9,20,27,3,21,8,16,5,15,18,12,0,7,25
iter9229,20,9,13,26,23,8,14,0,5,7,15,4,24,21,2,12,27,11,22,10,19,6,17,18,16,1,3,25
iter9230,22,17,16,25,24,4,13,9,6,8,11,5,19,21,7,10,27,2,26,3,15,14,18,20,12,0,1,23
iter9231,23,18,10,26,24,4,12,0,6,2,11,8,3,21,17,19,27,9,22,7,14,13,20,15,16,1,5,25
iter9232,23,17,12,26,24,8,14,0,3,5,11,7,21,13,2,20,27,9,10,16,6,22,15,18,19,1,4,25
iter9233,21,19,17,26,24,4,16,3,1,10,6,7,23,22,2,9,27,12,13,14,11,5,18,20,15,0,8,25
iter9234,23,21,16,26,19,7,9,14,1,15,11,6,2,24,12,4,27,22,10,3,17,13,8,20,18,0,5,25
iter9235,21,22,20,26,23,5,16,0,12,10,14,9,24,19,3,11,27,13,17,2,1,8,7,18,15,6,4,25
iter9236,23,16,9,26,24,5,17,2,21,3,8,7,0,22,14,13,27,10,15,4,12,11,20,19,18,1,6,25
iter9237,23,13,17,25,24,4,15,3,7,8,16,5,2,22,20,9,27,11,14,1,19,6,12,21,18,0,10,26
iter9238,22,24,12,26,18,8,15,4,2,6,14,9,23,20,11,7,27,13,19,3,17,5,10,21,16,0,1,25
iter9239,20,26,11,27,24,6,15,3,2,13,12,5,0,22,7,16,23,17,18,4,21,8,10,19,14,1,9,25
iter9240,21,16,13,25,23,3,14,18,7,4,9,6,26,20,11,12,27,2,22,1,5,10,17,19,15,0,8,24
iter9241,19,20,14,26,24,4,13,1,5,2,10,7,21,15,8,11,27,18,23,12,6,3,16,22,17,0,9,25
iter9242,18,7,8,25,24,6,13,1,4,3,14,10,12,22,16,21,27,15,23,2,19,9,11,20,17,0,5,26
iter9243,23,21,19,26,24,7,20,2,9,14,12,10,0,18,3,6,27,13,15,8,16,4,11,22,17,1,5,25
iter9244,21,22,11,26,25,5,19,4,0,8,13,6,1,24,9,10,27,15,12,7,14,17,20,16,18,3,2,23
iter9245,17,20,13,26,23,2,14,9,4,6,8,3,1,21,7,16,27,18,25,22,12,10,11,19,15,0,5,24
iter9246,20,23,11,26,24,3,22,1,9,6,12,2,17,19,13,10,27,5,4,14,16,7,15,21,18,0,8,25
iter9247,22,12,17,26,23,5,14,1,0,15,11,4,24,19,8,10,27,9,20,7,13,3,16,21,18,2,6,25
iter9248,23,22,16,25,24,4,13,11,2,10,12,8,0,21,3,17,27,5,15,6,19,7,18,20,14,1,9,26
iter9249,23,25,14,27,20,5,13,8,9,3,11,10,0,19,6,21,26,4,24,1,7,12,15,18,17,2,16,22
iter9250,20,19,12,26,23,3,13,1,8,10,15,11,25,21,4,18,27,17,6,5,16,2,9,22,14,0,7,24
iter9251,23,16,11,26,25,4,18,0,14,12,5,6,9,19,17,13,27,8,10,2,15,1,20,22,21,3,7,24
iter9252,21,22,13,23,20,7,16,2,3,10,9,5,27,19,4,11,25,8,26,6,18,1,14,17,15,0,12,24
iter9253,20,23,8,26,25,6,13,11,0,10,12,4,15,22,14,7,27,18,19,3,9,1,17,21,16,2,5,24
iter9254,22,23,3,27,24,8,19,0,2,9,10,7,15,21,6,17,25,18,13,4,16,5,11,20,14,1,12,26
iter9255,20,25,11,26,24,6,16,4,3,15,10,7,0,17,5,12,27,14,22,8,23,2,13,19,18,1,9,21
