,Vt,Vm,V0,Vform,SVA,ArtOrDet,Nn,Npos,Pform,Pref,Prep,Wci,Wa,Wform,Wtone,Srun,Smod,Spar,Sfrag,Ssub,WOinc,WOadv,Trans,Mec,Rloc-,Cit,Others,Um
iter8802,22,18,2,26,24,8,12,1,0,4,10,7,11,20,14,19,27,23,17,5,16,9,13,21,15,6,3,25
iter8803,21,23,1,25,22,6,14,12,0,5,9,10,27,16,11,18,26,8,19,4,20,3,13,17,15,2,7,24
iter8804,21,26,9,25,22,7,16,2,4,12,11,13,1,20,19,5,27,3,23,10,15,8,14,18,17,0,6,24
iter8805,21,26,10,27,25,2,7,1,5,6,11,8,17,18,12,3,22,19,23,4,16,13,14,20,15,0,9,24
iter8806,20,21,10,26,24,3,16,2,1,12,14,6,25,19,5,17,27,15,7,8,9,4,11,22,18,0,13,23
iter8807,22,26,12,25,23,7,13,6,1,5,16,8,9,19,17,11,27,18,24,2,15,0,10,20,14,4,3,21
iter8808,23,25,18,26,20,5,12,0,2,10,11,7,22,17,4,9,27,8,14,24,15,3,13,19,16,1,6,21
iter8809,23,16,20,26,24,10,13,11,2,7,12,6,4,19,5,14,27,8,3,17,21,1,15,22,18,0,9,25
iter8810,19,16,22,27,25,5,12,6,17,9,11,8,10,23,14,7,20,2,24,3,21,1,15,18,13,0,4,26
iter8811,24,22,6,26,21,9,12,0,11,18,10,7,2,23,8,17,27,15,5,4,14,3,16,20,19,1,13,25
iter8812,18,11,20,26,22,5,14,0,12,6,15,8,24,21,1,4,27,7,9,17,13,2,19,23,16,3,10,25
iter8813,20,25,21,27,24,7,13,11,3,6,16,4,1,22,8,10,26,12,5,15,18,9,14,17,19,0,2,23
iter8814,16,23,15,25,24,3,12,11,0,6,14,7,26,18,8,10,27,20,19,2,21,9,5,17,13,1,4,22
iter8815,21,24,18,26,23,12,15,2,3,4,13,8,0,22,11,9,27,6,16,7,17,5,14,20,19,1,10,25
iter8816,23,15,18,27,26,4,7,16,24,6,9,5,25,21,10,19,22,13,3,12,14,2,8,17,11,0,1,20
iter8817,19,24,14,26,22,3,12,1,7,5,11,8,15,16,2,6,27,10,21,23,18,9,13,17,20,0,4,25
iter8818,22,25,12,24,23,6,18,4,3,2,14,10,0,21,9,15,27,13,7,8,16,11,19,20,17,1,5,26
iter8819,20,24,8,26,21,6,13,3,12,7,9,11,0,19,2,10,27,17,25,5,22,15,14,16,18,1,4,23
iter8820,20,26,15,25,22,7,14,0,3,10,13,6,23,16,4,11,27,8,21,18,19,1,9,17,12,5,2,24
iter8821,20,7,23,26,21,3,12,10,8,2,14,1,27,19,4,11,25,17,22,9,5,15,13,18,16,0,6,24
iter8822,21,14,23,26,25,4,19,1,0,5,10,9,24,20,18,7,27,15,12,6,11,3,13,17,16,2,8,22
iter8823,22,21,5,25,24,6,11,7,0,3,15,4,14,19,10,8,27,17,26,12,20,2,13,18,16,1,9,23
iter8824,21,24,10,26,23,6,14,1,2,3,9,7,17,22,8,16,27,13,12,5,15,18,11,20,19,0,4,25
iter8825,22,14,9,26,23,3,10,0,12,15,7,8,24,18,2,13,27,11,21,19,5,4,17,20,16,1,6,25
iter8826,21,10,18,26,25,6,17,0,1,4,14,9,11,16,3,7,27,24,22,5,8,12,20,19,15,2,13,23
iter8827,21,22,14,26,25,8,12,2,3,7,10,9,1,24,17,11,4,20,27,13,18,5,15,19,16,0,6,23
iter8828,21,17,22,26,23,5,15,3,12,14,9,7,0,19,2,13,27,16,10,6,20,1,18,24,11,4,8,25
iter8829,21,23,12,27,25,4,16,2,15,3,13,8,1,22,7,17,26,14,10,5,11,18,9,19,20,0,6,24
iter8830,22,13,15,26,24,7,12,1,8,10,9,6,0,23,21,19,27,14,20,2,4,5,17,18,16,3,11,25
iter8831,21,22,15,25,23,3,13,1,8,7,11,4,24,17,10,16,27,14,12,6,19,2,9,20,18,0,5,26
iter8832,20,26,7,25,23,4,16,1,5,3,12,6,8,19,13,22,27,18,14,11,15,2,10,21,17,0,9,24
iter8833,22,26,14,24,25,4,17,0,2,6,13,7,23,21,3,15,27,8,12,10,9,11,18,19,16,1,5,20
iter8834,22,14,9,26,25,5,13,0,8,2,6,11,3,18,7,15,27,19,23,12,20,1,16,21,17,10,4,24
iter8835,22,17,12,26,24,6,18,5,1,3,8,10,16,19,2,11,27,21,23,13,9,4,14,20,15,0,7,25
iter8836,23,15,14,26,24,7,19,6,2,11,12,8,4,21,5,20,27,9,13,3,16,0,18,22,17,1,10,25
iter8837,21,19,16,27,25,8,15,4,12,2,13,10,20,23,3,11,24,6,22,1,5,9,17,18,14,0,7,26
iter8838,22,23,17,26,24,8,15,1,18,6,12,9,4,19,2,13,27,7,10,11,14,3,16,21,20,0,5,25
iter8839,22,20,17,26,24,2,15,3,5,10,12,4,16,23,7,9,27,6,8,1,21,14,13,18,19,0,11,25
iter8840,21,22,17,26,23,6,13,1,11,5,14,12,25,20,7,10,27,16,8,2,9,4,15,19,18,0,3,24
iter8841,20,15,6,26,23,4,16,1,3,11,14,9,25,21,5,7,27,10,18,12,22,8,19,17,13,0,2,24
iter8842,21,25,16,26,22,5,13,3,6,14,11,10,2,19,7,8,27,17,23,9,15,0,12,20,18,1,4,24
iter8843,21,24,2,26,23,9,16,1,8,6,15,11,0,22,5,19,27,7,18,14,13,4,12,20,17,3,10,25
iter8844,17,18,8,26,24,6,11,14,0,10,12,7,5,20,9,19,27,23,22,2,4,3,15,21,16,1,13,25
iter8845,22,15,20,27,25,5,12,1,3,10,13,7,6,19,2,21,26,23,16,8,18,4,9,17,14,0,11,24
iter8846,21,25,22,26,24,3,12,4,2,11,6,5,0,17,8,14,27,13,19,7,18,9,16,20,15,1,10,23
iter8847,20,25,14,26,24,4,12,0,6,7,8,11,5,17,13,19,27,16,23,2,15,9,10,21,18,1,3,22
iter8848,22,18,15,26,25,6,10,0,5,7,14,4,21,23,2,19,24,13,16,9,11,1,12,20,17,8,3,27
iter8849,18,26,7,25,24,4,16,1,5,10,17,9,3,19,15,20,27,14,22,6,12,0,11,21,13,2,8,23
iter8850,24,17,16,26,25,7,15,1,6,2,11,9,3,21,10,14,27,13,8,4,22,12,18,20,19,0,5,23
iter8851,24,18,15,27,25,4,17,0,1,8,11,10,14,22,5,19,26,16,6,9,20,3,12,23,13,2,7,21
iter8852,23,19,4,26,24,7,16,1,3,11,14,12,0,21,5,20,27,15,18,8,10,9,17,22,13,2,6,25
iter8853,22,25,19,24,20,7,12,1,14,9,10,4,26,17,18,13,27,2,6,8,21,3,11,16,15,0,5,23
iter8854,23,21,8,25,22,7,14,3,2,9,13,10,0,20,4,15,27,11,18,26,16,6,12,19,17,1,5,24
iter8855,21,1,22,27,26,6,10,5,12,16,14,9,23,20,7,18,13,3,25,8,17,2,11,19,15,0,4,24
iter8856,22,13,8,26,24,6,17,4,2,5,11,7,1,16,9,12,27,18,15,21,20,19,10,23,14,0,3,25
iter8857,21,24,16,25,20,9,10,2,3,5,13,8,27,18,14,6,26,11,22,7,17,0,12,19,15,1,4,23
iter8858,21,24,1,26,15,3,12,11,17,13,10,8,0,20,7,6,27,4,25,14,19,5,18,22,16,2,9,23
iter8859,19,16,17,26,25,4,12,10,3,6,11,5,0,21,8,13,27,18,22,2,20,9,15,23,14,1,7,24
iter8860,22,25,20,26,24,5,15,9,4,3,14,6,1,21,13,18,27,8,2,11,16,10,12,17,19,0,7,23
iter8861,22,24,18,26,25,5,16,1,0,7,12,11,2,20,6,8,27,14,9,3,19,15,17,21,13,4,10,23
iter8862,24,6,14,26,23,5,17,1,3,10,9,7,0,19,2,20,27,13,18,11,12,4,22,21,15,8,16,25
iter8863,18,21,20,26,24,4,16,7,0,3,8,5,13,23,14,17,27,10,19,6,12,1,9,22,15,2,11,25
iter8864,14,18,21,26,23,7,12,0,11,9,16,8,1,13,6,19,27,22,25,3,5,4,15,17,20,2,10,24
iter8865,17,24,21,26,20,2,13,5,16,1,11,4,25,19,9,7,27,12,10,22,6,3,14,18,15,0,8,23
iter8866,20,8,23,25,24,6,14,3,0,9,12,7,1,22,16,18,27,13,4,11,21,5,17,19,15,2,10,26
iter8867,23,19,13,26,24,6,18,0,3,4,10,8,1,22,9,16,27,12,14,7,11,21,15,20,17,2,5,25
iter8868,23,21,18,26,24,4,14,2,1,10,11,13,0,22,12,16,27,15,19,8,6,9,7,20,17,3,5,25
iter8869,22,23,16,27,25,5,12,0,3,9,14,10,11,21,24,7,20,13,8,4,17,2,15,19,18,1,6,26
iter8870,22,20,25,26,23,4,16,1,8,2,13,5,17,19,7,14,27,18,9,10,6,11,15,21,12,0,3,24
iter8871,20,17,11,26,24,6,15,3,2,7,13,9,1,21,12,8,27,22,5,23,16,10,14,19,18,0,4,25
iter8872,17,24,5,26,23,4,8,13,0,3,10,6,12,22,16,15,27,7,20,2,19,11,18,21,14,1,9,25
iter8873,21,24,10,26,23,6,12,2,1,5,16,8,0,17,14,19,27,3,22,4,18,11,13,20,15,7,9,25
iter8874,17,18,11,25,24,5,13,2,10,6,9,8,1,22,15,19,26,16,27,7,12,3,14,21,20,0,4,23
iter8875,23,25,12,26,21,6,16,7,3,8,15,4,0,22,13,17,27,19,2,5,10,11,18,20,14,1,9,24
iter8876,22,7,10,27,25,6,16,1,17,11,8,14,5,18,3,13,26,20,23,2,12,9,15,21,19,0,4,24
iter8877,19,23,4,26,24,7,18,17,2,5,21,9,0,20,11,15,27,3,10,8,14,13,12,16,22,1,6,25
iter8878,20,22,19,26,24,4,17,0,6,2,9,7,16,18,15,8,27,10,12,1,13,23,14,21,11,3,5,25
iter8879,21,22,13,26,24,4,12,0,3,1,11,8,6,18,10,17,27,19,9,2,16,23,15,20,14,7,5,25
iter8880,23,19,6,26,22,7,17,3,1,4,8,10,25,12,9,14,27,16,20,5,11,13,15,21,18,0,2,24
iter8881,21,17,6,26,25,11,12,1,0,4,13,5,10,23,9,15,27,19,16,7,14,3,20,22,18,2,8,24
iter8882,18,23,6,26,22,4,17,2,1,9,11,10,14,16,5,13,27,12,24,3,15,8,21,20,19,0,7,25
iter8883,23,24,20,26,25,9,12,1,0,4,16,8,19,22,5,11,27,7,18,10,13,2,15,17,14,3,6,21
iter8884,20,23,21,26,25,3,13,0,15,7,4,6,24,19,11,18,27,9,14,8,16,2,10,17,12,1,5,22
iter8885,18,24,12,26,25,2,11,20,3,5,16,7,9,22,1,14,27,6,8,10,17,13,19,21,15,0,4,23
iter8886,20,25,24,26,23,5,13,9,7,4,12,6,0,17,8,16,27,18,14,1,19,2,15,21,11,10,3,22
iter8887,16,24,14,26,23,7,11,0,6,8,12,9,22,19,3,13,27,21,17,5,18,4,10,20,15,2,1,25
iter8888,24,25,17,26,22,6,15,5,0,13,11,9,23,14,7,12,27,2,8,3,20,4,16,19,18,1,10,21
iter8889,18,26,19,23,25,6,10,2,5,11,17,7,3,13,8,9,27,16,22,12,15,4,21,20,14,0,1,24
iter8890,20,22,15,25,23,2,14,4,1,11,13,7,24,19,9,6,27,10,16,5,21,3,8,18,17,0,12,26
iter8891,23,21,1,24,25,6,15,2,8,5,13,7,0,20,10,11,27,9,16,4,14,17,19,22,18,3,12,26
iter8892,21,23,13,26,24,5,14,0,1,3,18,7,4,22,19,8,27,17,10,9,11,12,20,15,16,2,6,25
iter8893,20,24,8,25,21,6,16,13,1,4,10,11,0,22,12,14,27,2,17,9,15,5,19,23,18,3,7,26
iter8894,22,25,18,26,21,6,11,2,1,13,12,5,14,20,17,15,27,19,24,7,10,3,4,16,9,0,8,23
iter8895,21,24,8,26,23,6,11,0,3,5,13,7,12,16,4,20,27,19,9,2,17,14,22,18,15,1,10,25
iter8896,23,21,8,26,25,7,17,1,4,13,12,6,0,19,9,15,27,11,16,2,22,10,14,20,18,3,5,24
iter8897,17,23,16,26,24,4,12,3,1,5,10,7,22,18,2,20,27,8,19,6,21,9,15,13,14,0,11,25
iter8898,21,24,3,26,22,6,14,13,1,8,7,15,17,20,9,11,27,12,23,10,18,2,5,19,16,0,4,25
iter8899,23,6,16,25,24,5,11,1,3,4,9,8,12,19,14,21,27,17,26,7,15,13,18,20,10,0,2,22
iter8900,21,24,20,25,23,7,19,6,1,12,16,11,3,22,5,17,27,10,9,2,13,8,14,15,18,0,4,26
iter8901,19,20,13,25,16,5,15,0,1,7,8,6,24,22,17,10,27,14,4,23,18,2,11,21,12,3,9,26
iter8902,21,7,20,26,25,5,13,2,8,15,12,4,0,22,11,16,27,19,14,1,18,10,9,23,17,6,3,24
iter8903,22,25,12,26,23,4,18,5,11,3,15,9,0,20,17,7,27,13,6,1,16,14,10,21,19,2,8,24
iter8904,20,19,25,26,22,7,14,0,13,11,12,8,1,21,4,10,27,9,24,6,17,3,15,18,16,2,5,23
iter8905,23,16,22,26,24,4,15,10,9,3,11,7,2,18,14,17,27,13,1,6,19,8,20,21,12,0,5,25
iter8906,17,10,13,25,22,5,21,2,1,4,9,7,26,16,11,18,23,8,24,15,12,3,14,19,20,0,6,27
iter8907,21,22,8,26,23,5,12,0,14,2,9,6,4,16,18,13,27,25,7,1,11,15,19,20,17,3,10,24
iter8908,24,13,8,27,26,1,14,2,9,3,18,6,5,21,7,10,25,15,20,16,11,17,12,23,19,0,4,22
iter8909,22,19,9,25,24,3,11,4,0,8,13,5,18,15,14,6,27,7,23,2,21,17,10,20,16,1,12,26
iter8910,19,24,22,26,23,6,15,9,0,4,16,5,7,17,3,13,27,11,12,2,21,18,14,20,10,1,8,25
iter8911,21,26,23,27,24,5,10,1,8,2,14,4,7,19,18,11,12,13,22,3,17,6,15,20,16,0,9,25
iter8912,19,20,14,26,23,5,17,2,1,7,16,6,24,18,9,13,27,8,0,12,22,11,10,21,15,3,4,25
iter8913,19,24,20,25,21,6,14,5,3,1,9,7,26,16,8,12,27,18,22,10,17,2,11,15,13,0,4,23
iter8914,22,24,18,26,25,6,13,9,8,5,14,11,0,21,1,12,27,10,19,3,17,4,20,16,15,2,7,23
iter8915,23,14,12,26,24,5,16,6,1,13,17,10,2,19,7,20,27,21,11,3,8,4,18,22,15,0,9,25
iter8916,18,22,5,25,24,4,11,7,2,3,9,1,27,20,14,12,26,15,19,10,16,8,21,17,13,0,6,23
iter8917,19,13,9,25,24,5,15,0,4,2,12,7,23,18,6,14,27,22,21,8,10,11,16,20,17,1,3,26
iter8918,22,27,21,25,26,5,11,13,1,9,8,7,2,20,3,6,17,10,23,19,16,4,12,14,18,0,15,24
iter8919,21,24,9,26,22,6,15,4,2,1,13,5,0,17,19,14,27,7,25,8,11,16,10,20,18,3,12,23
iter8920,18,25,3,27,26,9,7,1,2,4,10,5,13,16,20,17,12,8,24,11,21,14,22,19,15,0,6,23
iter8921,21,26,15,25,23,5,11,6,0,1,8,9,3,17,10,12,27,18,22,4,13,14,19,20,16,2,7,24
iter8922,20,22,21,26,23,3,12,9,8,4,5,6,1,19,13,17,27,14,25,2,18,11,10,15,16,0,7,24
iter8923,21,25,13,26,24,8,14,0,1,6,10,4,5,19,16,9,27,11,18,20,15,2,12,22,17,7,3,23
iter8924,22,26,16,25,21,7,10,1,5,4,13,9,0,17,20,6,27,18,12,24,11,3,14,19,15,8,2,23
iter8925,17,25,20,26,22,3,11,8,2,4,10,9,1,21,5,12,27,7,24,15,14,13,19,16,18,0,6,23
iter8926,22,21,15,26,23,3,14,0,13,9,10,1,25,18,5,19,27,2,12,6,4,11,17,20,16,8,7,24
iter8927,18,24,16,27,25,3,17,6,7,5,8,11,0,22,12,21,20,9,19,14,13,2,10,23,15,1,4,26
iter8928,22,12,14,26,24,3,15,0,1,7,10,8,2,25,6,20,27,11,16,5,13,18,9,21,19,4,17,23
iter8929,20,22,23,25,24,9,12,1,8,10,11,7,0,14,5,15,27,17,19,2,18,4,21,13,16,3,6,26
iter8930,19,24,18,26,25,10,13,1,2,7,16,9,5,22,12,6,27,14,20,0,15,3,11,21,17,8,4,23
iter8931,23,13,5,26,25,9,18,3,0,4,11,8,1,20,10,15,27,12,7,6,17,16,19,21,22,2,14,24
iter8932,23,20,9,26,24,6,16,0,2,8,13,11,4,19,18,10,27,21,12,5,22,3,14,15,17,1,7,25
iter8933,20,24,21,26,25,8,13,0,3,5,10,4,27,17,2,11,22,12,14,6,15,9,18,19,16,1,7,23
iter8934,21,20,14,26,23,7,19,5,1,3,10,8,0,24,4,16,27,9,11,17,15,2,13,22,18,12,6,25
iter8935,22,23,15,26,24,3,13,1,12,9,14,5,0,18,4,6,27,17,25,7,10,16,11,20,19,2,8,21
iter8936,21,20,18,26,19,8,13,7,2,1,9,5,11,22,14,24,27,12,17,4,23,0,10,15,16,6,3,25
iter8937,19,22,20,26,21,4,15,1,2,5,12,8,0,23,10,13,27,9,17,16,14,3,11,24,18,6,7,25
iter8938,19,25,14,26,23,5,11,0,13,4,12,8,24,22,9,18,27,3,10,2,20,6,16,17,15,1,7,21
iter8939,23,25,9,26,22,3,18,1,19,13,10,4,15,21,16,11,27,8,2,7,12,6,14,20,17,0,5,24
iter8940,16,25,17,24,23,7,14,19,0,4,9,8,2,20,13,15,27,12,22,3,10,6,18,21,11,1,5,26
iter8941,20,25,18,26,22,6,15,2,3,13,14,5,1,21,7,4,27,17,23,10,11,8,12,19,16,0,9,24
iter8942,17,25,22,26,21,1,18,10,0,12,8,5,19,20,7,15,27,6,23,3,14,9,11,16,13,4,2,24
iter8943,22,23,9,26,25,4,17,3,6,1,14,7,24,19,10,13,27,12,15,8,11,2,18,20,16,0,5,21
iter8944,21,23,9,26,25,7,14,0,5,4,13,8,2,18,11,10,27,16,19,20,12,6,17,22,15,1,3,24
iter8945,20,21,23,26,24,4,14,2,1,12,5,3,9,22,15,10,25,11,27,17,16,6,7,18,13,0,8,19
iter8946,21,26,11,24,23,3,14,13,5,1,12,4,2,20,10,9,27,19,15,6,18,8,16,22,17,0,7,25
iter8947,18,25,2,26,23,5,15,7,1,10,8,12,0,19,4,9,27,20,22,14,17,13,11,21,16,3,6,24
iter8948,21,20,16,26,25,5,15,6,2,10,17,8,0,13,11,12,27,14,24,4,9,3,18,22,19,1,7,23
iter8949,17,21,25,27,24,7,9,1,8,6,10,5,0,20,4,11,15,23,26,16,12,18,14,19,13,2,3,22
iter8950,16,23,6,26,24,10,14,8,3,4,9,11,1,18,20,5,27,13,19,7,22,0,15,21,17,2,12,25
iter8951,22,17,24,26,21,5,13,0,3,2,8,4,6,16,9,18,27,12,20,10,14,7,23,19,15,1,11,25
iter8952,22,14,16,26,24,7,13,6,0,5,10,8,18,19,9,20,27,15,23,1,11,3,12,21,17,2,4,25
iter8953,20,17,26,25,21,2,14,3,0,4,12,7,1,18,9,8,27,16,23,15,22,6,11,19,13,5,10,24
iter8954,22,20,19,26,24,9,13,12,10,5,16,7,2,23,14,4,27,15,18,1,3,8,6,21,17,0,11,25
iter8955,23,21,14,26,24,5,11,0,4,8,10,2,12,18,6,16,27,20,22,3,19,9,15,17,13,1,7,25
iter8956,19,17,20,26,25,1,10,2,15,12,8,6,24,22,13,14,27,3,11,4,7,5,21,18,16,0,9,23
iter8957,22,23,18,26,24,5,13,16,2,17,11,6,0,20,7,10,27,21,14,9,8,3,12,19,15,1,4,25
iter8958,19,15,17,27,25,5,16,0,8,7,10,6,4,21,11,13,26,23,12,3,18,2,20,22,14,1,9,24
iter8959,20,26,21,27,24,6,12,3,0,15,11,9,7,19,4,13,25,10,23,1,17,5,14,18,16,2,8,22
iter8960,23,18,20,26,24,4,13,0,8,6,11,9,5,22,12,16,27,10,15,1,21,7,3,19,17,2,14,25
iter8961,19,25,18,27,23,3,14,16,0,6,11,7,1,21,2,10,24,22,20,12,17,5,8,15,13,9,4,26
iter8962,21,19,7,26,24,6,16,3,1,12,8,5,22,15,4,11,27,10,23,2,18,9,13,20,17,0,14,25
iter8963,19,13,14,26,25,3,23,8,1,2,11,10,17,22,4,5,27,15,18,7,9,12,16,20,21,0,6,24
iter8964,23,16,17,26,24,3,7,0,11,10,8,6,25,18,5,9,27,15,20,22,12,2,13,21,14,1,4,19
iter8965,18,22,16,25,23,6,12,10,1,2,8,4,5,21,9,17,27,13,26,7,14,3,15,19,20,0,11,24
iter8966,23,22,6,25,24,3,13,4,1,11,14,5,0,19,17,16,27,18,12,9,21,10,7,20,15,2,8,26
iter8967,21,18,5,26,24,7,11,2,6,10,16,8,3,20,4,9,27,15,25,1,17,12,22,23,13,0,14,19
iter8968,22,21,17,26,23,6,13,0,4,3,11,8,5,20,10,16,27,7,18,2,24,9,19,15,14,1,12,25
iter8969,21,23,19,26,24,8,15,11,2,5,14,9,3,16,12,10,27,6,7,4,20,17,13,22,18,1,0,25
iter8970,20,25,12,26,24,7,13,11,2,4,21,8,1,22,16,14,27,6,17,3,18,5,10,15,19,0,9,23
iter8971,20,21,13,24,25,5,14,2,1,12,9,10,26,16,8,11,27,19,4,18,22,0,7,15,17,6,3,23
iter8972,22,23,15,26,24,6,14,2,9,8,11,3,0,19,7,5,27,18,10,17,12,13,21,20,16,1,4,25
iter8973,20,15,10,26,22,5,14,4,21,9,13,6,23,19,16,7,25,3,1,2,8,24,11,18,17,0,12,27
iter8974,18,23,14,26,21,6,10,0,4,9,5,7,22,17,15,13,27,12,25,2,19,1,11,20,16,3,8,24
iter8975,23,11,15,25,22,5,16,0,13,3,10,9,2,14,6,7,27,12,24,18,21,4,19,20,17,1,8,26
iter8976,18,23,24,26,20,8,12,0,5,10,16,4,15,14,2,7,27,17,25,11,9,6,21,19,13,1,3,22
iter8977,22,23,16,26,24,8,15,2,0,4,5,9,1,13,10,14,27,11,20,18,17,12,7,21,19,3,6,25
iter8978,20,24,14,26,23,7,16,1,9,15,11,10,0,22,5,8,27,17,4,3,21,6,13,19,18,2,12,25
iter8979,23,7,21,26,24,3,15,1,2,8,10,5,4,18,6,19,27,9,16,22,13,14,11,17,20,0,12,25
iter8980,21,25,9,26,23,6,16,11,0,2,13,7,4,14,10,12,27,17,3,5,15,22,19,20,18,1,8,24
iter8981,20,18,6,26,24,7,17,4,3,5,8,9,0,19,23,11,27,13,21,2,15,12,14,22,16,1,10,25
iter8982,22,13,16,25,24,5,11,1,0,4,15,8,18,21,9,7,27,17,26,12,19,6,10,20,14,2,3,23
iter8983,17,18,21,25,23,8,19,10,13,2,14,9,24,22,7,6,27,12,1,4,11,5,15,20,16,0,3,26
iter8984,22,17,16,26,24,9,15,0,1,3,13,10,2,23,18,20,27,11,8,7,12,6,14,19,21,5,4,25
iter8985,21,19,5,24,23,6,15,1,3,9,12,8,25,20,10,11,27,18,26,7,17,2,14,16,13,0,4,22
iter8986,23,26,22,25,24,5,10,3,4,8,13,9,1,20,15,11,27,2,14,7,16,6,17,19,18,0,12,21
iter8987,22,5,17,26,24,3,14,0,20,8,12,9,4,19,11,16,27,10,23,6,21,2,15,18,13,1,7,25
iter8988,18,26,15,27,24,6,17,4,2,10,14,8,21,19,5,12,22,11,7,1,13,3,20,23,16,0,9,25
iter8989,19,21,14,25,24,4,13,2,6,11,12,8,5,22,10,15,27,7,26,9,20,3,17,18,16,0,1,23
iter8990,20,21,15,26,24,4,11,0,17,5,13,3,2,23,8,12,27,7,22,14,19,6,10,16,18,1,9,25
iter8991,22,9,16,26,24,7,18,3,11,2,14,4,25,21,17,8,27,20,12,1,10,5,13,19,15,0,6,23
iter8992,23,16,11,26,24,7,19,5,0,10,8,6,20,22,12,13,27,18,21,2,14,3,9,17,15,1,4,25
iter8993,25,21,19,26,24,3,8,1,11,5,10,7,18,23,6,15,27,14,12,20,9,2,16,17,13,0,4,22
iter8994,22,23,19,26,25,8,14,10,5,7,20,4,0,15,6,13,27,17,18,1,11,3,12,21,16,9,2,24
iter8995,22,21,16,26,24,5,13,2,9,6,14,8,23,18,7,4,27,20,15,0,12,10,11,19,17,1,3,25
iter8996,17,21,23,26,24,4,11,1,3,5,14,9,8,19,16,6,27,22,2,10,18,13,12,20,15,0,7,25
iter8997,22,23,3,26,24,4,17,0,12,5,7,9,16,21,8,11,27,20,10,2,19,15,13,18,14,1,6,25
iter8998,21,5,14,26,23,3,11,1,4,8,13,7,24,18,10,19,27,2,20,9,15,12,17,22,16,0,6,25
iter8999,19,24,16,22,26,6,13,1,17,4,5,10,3,21,15,9,27,11,23,2,12,8,14,20,18,0,7,25
iter9000,23,21,14,26,24,6,15,4,2,11,13,12,0,17,10,7,27,16,25,9,5,3,19,20,18,1,8,22
iter9001,20,26,23,25,22,8,18,3,2,5,12,9,0,21,16,10,27,17,13,4,15,6,11,19,14,1,7,24
iter9002,21,26,6,25,22,8,15,4,3,9,13,10,1,18,12,5,27,23,7,2,14,17,16,20,19,0,11,24
iter9003,21,22,19,25,23,2,12,0,8,4,14,3,24,17,7,13,27,5,16,6,9,15,18,20,10,1,11,26
iter9004,20,22,10,26,21,2,12,8,11,4,9,7,23,19,3,14,27,5,25,16,18,1,13,17,15,0,6,24
iter9005,21,23,13,26,25,9,15,4,2,5,16,10,7,22,8,6,27,11,14,1,20,12,17,19,18,0,3,24
iter9006,16,23,15,26,24,6,11,2,0,10,19,7,4,13,14,5,27,12,18,21,20,3,9,22,17,1,8,25
iter9007,23,14,20,26,24,1,15,7,3,13,18,9,2,22,10,17,27,8,16,4,6,5,19,21,11,0,12,25
iter9008,21,26,9,25,23,6,18,2,1,10,16,14,4,22,3,20,27,8,5,11,12,13,15,19,17,0,7,24
iter9009,22,23,12,26,25,8,15,3,2,6,14,9,0,18,13,10,27,16,11,7,21,4,17,20,19,1,5,24
iter9010,21,27,9,23,22,5,11,0,1,4,12,7,6,18,17,16,26,8,24,15,20,10,13,19,14,2,3,25
iter9011,20,24,14,26,23,8,13,4,1,11,17,9,0,22,15,7,27,12,25,5,6,3,19,18,16,2,10,21
iter9012,22,19,20,25,26,2,8,5,1,4,13,3,16,23,9,12,27,10,21,18,14,7,15,11,17,0,6,24
iter9013,20,24,10,26,25,5,17,0,11,8,15,9,1,18,23,13,27,21,7,12,4,3,19,14,16,2,6,22
iter9014,21,25,12,26,23,7,15,3,2,9,11,10,0,22,5,20,27,17,14,8,18,4,13,19,16,1,6,24
iter9015,20,21,11,25,22,2,13,5,7,3,12,8,15,19,9,4,27,17,26,14,23,1,16,18,10,0,6,24
iter9016,23,18,16,26,25,4,22,1,0,7,14,9,6,20,3,17,27,19,15,11,5,12,10,21,13,2,8,24
iter9017,15,14,19,26,23,3,20,7,2,11,13,5,0,22,12,4,27,10,24,9,18,1,17,21,16,6,8,25
iter9018,22,23,5,26,24,7,16,1,15,4,14,10,2,20,12,18,27,13,6,11,8,0,19,21,17,3,9,25
iter9019,21,24,19,27,25,5,16,1,12,4,13,8,2,23,3,6,26,7,18,9,15,10,14,22,17,0,11,20
iter9020,17,12,22,26,24,3,13,0,2,6,9,5,23,11,8,14,27,7,18,21,19,1,15,20,16,4,10,25
iter9021,13,23,4,25,24,3,9,5,1,14,6,7,11,22,10,16,27,8,26,20,18,15,17,19,12,0,2,21
iter9022,21,18,5,25,24,7,12,6,4,2,9,10,26,13,20,15,27,19,17,0,23,3,11,16,14,1,8,22
iter9023,20,16,7,26,22,4,12,13,3,2,10,5,25,23,6,11,27,21,8,9,19,15,18,17,14,0,1,24
iter9024,21,22,13,25,23,7,18,6,2,9,15,8,0,24,10,11,27,14,17,5,20,3,12,19,16,1,4,26
iter9025,24,16,11,26,19,4,10,0,2,6,13,5,15,21,7,20,27,8,9,23,17,18,14,22,12,1,3,25
iter9026,21,24,22,26,23,2,17,11,0,8,9,5,20,14,7,16,27,18,4,15,10,3,12,19,13,1,6,25
iter9027,19,21,3,26,25,8,15,7,22,4,13,9,1,20,10,14,27,6,23,11,12,2,17,16,18,0,5,24
iter9028,22,6,7,26,24,8,13,1,0,4,16,11,3,23,14,12,27,17,15,9,21,2,20,19,18,10,5,25
